ID,Name,Date,Year,Month,Day,Time,Status,Latitude,Longitude,Maximum.Wind,Minimum.Pressure,Decade
AL061982,DEBBY,9/16/82,1982,September,16,0,Cat. 2,30.5,-67.5,95,966,Other
AL011982,ALBERTO,6/6/82,1982,June,6,0,TD,25.5,-83.3,25,1010,Other
AL011982,ALBERTO,6/6/82,1982,June,6,600,TD,25.5,-83,25,1010,Other
AL011982,ALBERTO,6/6/82,1982,June,6,1200,TD,25.5,-82.6,20,1010,Other
AL061982,DEBBY,9/14/82,1982,September,14,1200,TS,23.5,-71.9,35,1006,Other
AL041982,UNNAMED,9/7/82,1982,September,7,1800,TD,19.5,-60.2,30,NA,Other
AL031982,BERYL,9/5/82,1982,September,5,1800,TD,19.5,-59.7,30,1010,Other
AL061982,DEBBY,9/14/82,1982,September,14,0,TD,21.5,-71,30,1009,Other
AL081982,ERNESTO,10/1/82,1982,October,1,600,TS,26.5,-67.8,35,1004,Other
AL081982,ERNESTO,10/2/82,1982,October,2,0,TS,28.5,-66.2,60,997,Other
AL061983,DEAN,9/27/83,1983,September,27,1200,TS,29.5,-72.6,40,1003,Other
AL041983,BARRY,8/25/83,1983,August,25,1800,TD,27.5,-82,25,1014,Other
AL061983,DEAN,9/27/83,1983,September,27,0,TS,28.5,-72.9,35,1009,Other
AL171984,UNNAMED,10/27/84,1984,October,27,1200,TD,28.5,-86.5,30,NA,Other
AL151984,ISIDORE,9/28/84,1984,September,28,600,TS,28.5,-82.3,45,1002,Other
AL191984,UNNAMED,11/23/84,1984,November,23,1200,TD,26.5,-79.5,20,NA,Other
AL101984,DIANA,9/9/84,1984,September,9,0,TS,28.5,-79.2,45,1004,Other
AL101984,DIANA,9/8/84,1984,September,8,1200,TS,28.5,-77.4,35,1008,Other
AL181984,KLAUS,11/7/84,1984,November,7,1200,TS,18.5,-65.2,50,997,Other
AL151984,ISIDORE,9/26/84,1984,September,26,600,TD,24.5,-76,30,1002,Other
AL171984,UNNAMED,10/27/84,1984,October,27,1800,TD,29.5,-87.8,30,NA,Other
AL161984,JOSEPHINE,10/10/84,1984,October,10,1200,Cat. 1,27.5,-72.5,70,987,Other
AL151984,ISIDORE,9/28/84,1984,September,28,1200,TS,29.5,-82.1,45,1002,Other
AL141984,HORTENSE,9/29/84,1984,September,29,600,TS,30.5,-63.2,45,999,Other
AL201984,LILI,12/24/84,1984,December,24,0,TS,20.5,-65.1,35,1009,Other
AL141984,HORTENSE,9/24/84,1984,September,24,1800,TS,28.5,-60.1,40,999,Other
AL101984,DIANA,9/10/84,1984,September,10,1200,Cat. 1,30.5,-80,65,991,Other
AL191984,UNNAMED,11/27/84,1984,November,27,0,TD,26.5,-57.5,30,NA,Other
AL061984,ARTHUR,9/3/84,1984,September,3,1200,TD,19.5,-62.2,30,1010,Other
AL031984,UNNAMED,7/26/84,1984,July,26,0,TD,14.5,-63.5,30,NA,Other
AL141985,UNNAMED,12/9/85,1985,December,9,1800,TD,9.5,-81,20,NA,Other
AL131985,KATE,11/21/85,1985,November,21,600,Cat. 3,27.5,-86.6,100,961,Other
AL111985,ISABEL,10/7/85,1985,October,7,600,TS,18.5,-70.5,35,1006,Other
AL101985,HENRI,9/22/85,1985,September,22,0,TD,30.5,-74.4,25,1008,Other
AL021985,BOB,7/23/85,1985,July,23,0,TS,26.5,-83.4,35,1004,Other
AL041985,DANNY,8/12/85,1985,August,12,1800,TD,20.5,-82.9,25,1011,Other
AL071985,UNNAMED,9/11/85,1985,September,11,1200,TD,11.5,-60.5,25,NA,Other
AL081985,FABIAN,9/16/85,1985,September,16,600,TD,24.5,-69.4,30,1006,Other
AL091985,GLORIA,9/24/85,1985,September,24,1200,Cat. 3,22.5,-67.9,100,950,Other
AL091985,GLORIA,9/24/85,1985,September,24,0,Cat. 2,21.5,-65.5,95,956,Other
AL131985,KATE,11/16/85,1985,November,16,1200,TS,21.5,-64.8,55,993,Other
AL041985,DANNY,8/12/85,1985,August,12,0,TD,18.5,-80.7,25,1010,Other
AL021985,BOB,7/24/85,1985,July,24,1800,Cat. 1,30.5,-80.5,65,1003,Other
AL081986,DANIELLE,9/9/86,1986,September,9,1800,TD,14.5,-70.5,30,1010,Other
AL081986,DANIELLE,9/8/86,1986,September,8,1200,TS,12.5,-61.2,50,1002,Other
AL031986,UNNAMED,7/26/86,1986,July,26,0,TD,28.5,-64.2,30,NA,Other
AL071986,UNNAMED,9/2/86,1986,September,2,0,TD,18.5,-88.8,20,NA,Other
AL101986,FRANCES,11/19/86,1986,November,19,0,TD,23.5,-62.9,30,1008,Other
AL031986,UNNAMED,7/24/86,1986,July,24,1800,TD,25.5,-61,25,NA,Other
AL101986,FRANCES,11/20/86,1986,November,20,1800,Cat. 1,28.5,-58.7,75,1000,Other
AL131987,FLOYD,10/11/87,1987,October,11,1800,TS,20.5,-84.5,50,996,Other
AL141987,UNNAMED,11/4/87,1987,November,4,1200,TD,27.5,-83,20,NA,Other
AL141987,UNNAMED,11/1/87,1987,November,1,0,TD,17.5,-78.5,30,NA,Other
AL141987,UNNAMED,11/1/87,1987,November,1,1200,TD,19.5,-79.9,30,NA,Other
AL141987,UNNAMED,10/31/87,1987,October,31,1800,TD,16.5,-77.5,30,NA,Other
AL131987,FLOYD,10/14/87,1987,October,14,0,TS,29.5,-74,40,998,Other
AL141987,UNNAMED,11/4/87,1987,November,4,1800,TD,28.5,-82,20,NA,Other
AL011987,UNNAMED,5/31/87,1987,May,31,1800,TD,24.5,-81,20,NA,Other
AL131987,FLOYD,10/9/87,1987,October,9,1200,TD,14.5,-82.5,25,1003,Other
AL121987,EMILY,9/22/87,1987,September,22,0,TS,14.5,-64.7,60,992,Other
AL111987,UNNAMED,9/16/87,1987,September,16,600,TD,19.5,-62.7,25,NA,Other
AL111987,UNNAMED,9/15/87,1987,September,15,600,TD,17.5,-59.2,30,NA,Other
AL111987,UNNAMED,9/15/87,1987,September,15,1800,TD,18.5,-60.8,25,NA,Other
AL111987,UNNAMED,9/14/87,1987,September,14,1800,TD,16.5,-57.8,30,NA,Other
AL021987,ARLENE,8/10/87,1987,August,10,1200,TD,25.5,-76.9,20,1009,Other
AL011987,UNNAMED,5/29/87,1987,May,29,600,TD,25.5,-73.3,30,NA,Other
AL041987,UNNAMED,8/15/87,1987,August,15,600,TD,18.5,-62.2,20,NA,Other
AL031987,UNNAMED,8/16/87,1987,August,16,1200,TD,30.5,-83.7,15,1014,Other
AL021987,ARLENE,8/16/87,1987,August,16,600,TS,30.5,-59.3,45,1000,Other
AL011987,UNNAMED,5/24/87,1987,May,24,1800,TD,21.5,-69,25,NA,Other
AL011987,UNNAMED,5/27/87,1987,May,27,0,TD,26.5,-68.8,30,NA,Other
AL111987,UNNAMED,9/17/87,1987,September,17,600,TD,21.5,-64,20,NA,Other
AL111987,UNNAMED,9/16/87,1987,September,16,1800,TD,20.5,-63.9,20,NA,Other
AL101987,DENNIS,9/19/87,1987,September,19,1800,TD,28.5,-57.4,25,1012,Other
AL191988,UNNAMED,10/20/88,1988,October,20,600,TD,13.5,-71.4,30,NA,Other
AL161988,UNNAMED,8/24/88,1988,August,24,0,TD,15.5,-81.8,25,NA,Other
AL161988,UNNAMED,8/23/88,1988,August,23,0,TD,15.5,-75.4,30,NA,Other
AL161988,UNNAMED,8/22/88,1988,August,22,1200,TD,14.5,-70.5,30,NA,Other
AL161988,UNNAMED,8/21/88,1988,August,21,1200,TD,13.5,-65.5,25,NA,Other
AL161988,UNNAMED,8/20/88,1988,August,20,1800,TD,12.5,-60.7,25,NA,Other
AL151988,UNNAMED,8/29/88,1988,August,29,0,TD,29.5,-66.3,15,NA,Other
AL141988,UNNAMED,8/14/88,1988,August,14,0,TD,30.5,-79.5,30,NA,Other
AL141988,UNNAMED,8/14/88,1988,August,14,600,TD,30.5,-81.3,30,NA,Other
AL141988,UNNAMED,8/14/88,1988,August,14,1200,TD,30.5,-82,30,NA,Other
AL121988,KEITH,11/19/88,1988,November,19,1800,TD,15.5,-81.8,30,1006,Other
AL111988,JOAN,10/21/88,1988,October,21,0,Cat. 1,11.5,-80.3,75,972,Other
AL111988,JOAN,10/21/88,1988,October,21,600,Cat. 2,11.5,-80.7,90,970,Other
AL111988,JOAN,10/18/88,1988,October,18,1200,Cat. 1,11.5,-75.8,75,984,Other
AL121988,KEITH,11/22/88,1988,November,22,1800,TS,25.5,-85.1,55,993,Other
AL121988,KEITH,11/23/88,1988,November,23,0,TS,26.5,-84.2,55,994,Other
AL131988,UNNAMED,6/1/88,1988,June,1,1200,TD,21.5,-83.4,25,NA,Other
AL081988,GILBERT,9/13/88,1988,September,13,600,Cat. 4,18.5,-79.7,115,952,Other
AL081988,GILBERT,9/9/88,1988,September,9,1800,TS,14.5,-60.1,35,1004,Other
AL131988,UNNAMED,6/1/88,1988,June,1,1800,TD,22.5,-82.5,25,NA,Other
AL141988,UNNAMED,8/13/88,1988,August,13,1800,TD,28.5,-78,30,NA,Other
AL031988,CHRIS,8/26/88,1988,August,26,1800,TD,22.5,-75.4,30,1008,Other
AL031988,CHRIS,8/26/88,1988,August,26,1200,TD,21.5,-74.2,30,1008,Other
AL031988,CHRIS,8/26/88,1988,August,26,600,TD,20.5,-73.2,30,1008,Other
AL031988,CHRIS,8/25/88,1988,August,25,1200,TD,18.5,-69.8,30,1008,Other
AL031988,CHRIS,8/24/88,1988,August,24,1800,TD,17.5,-66.7,30,1009,Other
AL151989,KAREN,12/4/89,1989,December,4,0,TS,16.5,-83.9,35,1002,Other
AL151989,KAREN,12/4/89,1989,December,4,600,TD,16.5,-83.9,30,1005,Other
AL151989,KAREN,12/3/89,1989,December,3,0,TS,17.5,-85.5,35,1007,Other
AL151989,KAREN,12/2/89,1989,December,2,1200,TS,17.5,-85.5,35,1006,Other
AL151989,KAREN,12/2/89,1989,December,2,1800,TS,17.5,-85.5,35,1007,Other
AL151989,KAREN,12/1/89,1989,December,1,1800,TS,18.5,-84,35,1005,Other
AL151989,KAREN,11/29/89,1989,November,29,600,TD,19.5,-85.1,30,1005,Other
AL151989,KAREN,11/30/89,1989,November,30,1800,TS,20.5,-83.1,50,1000,Other
AL101989,GABRIELLE,9/7/89,1989,September,7,1800,Cat. 2,30.5,-59.8,95,951,Other
AL111989,HUGO,9/20/89,1989,September,20,0,Cat. 2,23.5,-69.3,90,957,Other
AL121989,IRIS,9/21/89,1989,September,21,1800,TD,22.5,-67,25,1012,Other
AL051989,DEAN,8/5/89,1989,August,5,0,Cat. 1,22.5,-63.8,75,983,Other
AL051989,DEAN,8/5/89,1989,August,5,600,Cat. 1,23.5,-63.8,75,983,Other
AL121989,IRIS,9/20/89,1989,September,20,0,TS,20.5,-60.3,50,1002,Other
AL051989,DEAN,8/3/89,1989,August,3,0,Cat. 1,18.5,-60.7,70,990,Other
AL161990,NANA,10/20/90,1990,October,20,600,TS,29.5,-65.8,50,1000,Other
AL151990,MARCO,10/11/90,1990,October,11,1200,TS,27.5,-82.8,50,994,Other
AL151990,MARCO,10/10/90,1990,October,10,0,TD,23.5,-81.4,30,1000,Other
AL151990,MARCO,10/9/90,1990,October,9,1200,TD,22.5,-79.5,25,1004,Other
AL131990,KLAUS,10/9/90,1990,October,9,1200,TS,24.5,-73.4,35,1007,Other
AL131990,KLAUS,10/4/90,1990,October,4,600,TS,16.5,-60.1,50,997,Other
AL161990,NANA,10/19/90,1990,October,19,1200,Cat. 1,28.5,-66.9,75,989,Other
AL031990,BERTHA,7/26/90,1990,July,26,0,TD,30.5,-72.8,25,1010,Other
AL021990,ARTHUR,7/27/90,1990,July,27,1200,TD,16.5,-75.6,30,1010,Other
AL091991,FABIAN,10/15/91,1991,October,15,2100,TS,21.5,-82.8,40,1004,Other
AL091991,FABIAN,10/15/91,1991,October,15,600,TD,19.5,-85.1,30,1008,Other
AL091991,FABIAN,10/16/91,1991,October,16,834,TS,24.5,-80.5,40,1002,Other
AL091991,FABIAN,10/16/91,1991,October,16,1800,TS,26.5,-78.5,40,1009,Other
AL111991,GRACE,10/26/91,1991,October,26,1800,TS,27.5,-66.5,40,997,Other
AL031991,BOB,8/18/91,1991,August,18,600,Cat. 1,30.5,-76.9,75,979,Other
AL021992,UNNAMED,6/25/92,1992,June,25,1200,TD,24.5,-85.5,25,1009,1992-2001
AL021992,UNNAMED,6/26/92,1992,June,26,1200,TD,28.5,-82.9,30,1007,1992-2001
AL041992,ANDREW,8/24/92,1992,August,24,905,Cat. 5,25.5,-80.3,145,922,1992-2001
AL041992,ANDREW,8/24/92,1992,August,24,840,Cat. 5,25.5,-80.2,145,926,1992-2001
AL041992,ANDREW,8/23/92,1992,August,23,600,Cat. 4,25.5,-72.5,130,947,1992-2001
AL091992,EARL,10/2/92,1992,October,2,1200,TS,27.5,-67,45,1000,1992-2001
AL091992,EARL,10/3/92,1992,October,3,0,TS,27.5,-65.2,35,1005,1992-2001
AL011992,UNNAMED,4/22/92,1992,April,22,1800,TS,25.5,-62.4,45,1003,1992-2001
AL041992,ANDREW,8/20/92,1992,August,20,1800,TS,22.5,-61.5,40,1014,1992-2001
AL031992,UNNAMED,7/25/92,1992,July,25,1200,TD,29.5,-62.7,30,1015,1992-2001
AL011992,UNNAMED,4/22/92,1992,April,22,0,TD,24.5,-61,30,1003,1992-2001
AL081993,GERT,9/17/93,1993,September,17,600,TD,14.5,-86.8,25,1006,1992-2001
AL081993,GERT,9/16/93,1993,September,16,600,TD,12.5,-84.9,30,1006,1992-2001
AL011993,UNNAMED,5/31/93,1993,May,31,1200,TD,21.5,-84,25,1003,1992-2001
AL011993,UNNAMED,6/1/93,1993,June,1,600,TD,24.5,-79,25,1000,1992-2001
AL011993,UNNAMED,6/2/93,1993,June,2,1800,TS,28.5,-67.8,35,1000,1992-2001
AL041993,CINDY,8/14/93,1993,August,14,1800,TS,14.5,-60.9,35,1012,1992-2001
AL091993,HARVEY,9/19/93,1993,September,19,1200,TD,28.5,-61.7,30,1010,1992-2001
AL011994,ALBERTO,7/2/94,1994,July,2,1200,TS,25.5,-87.5,40,1003,1992-2001
AL011994,ALBERTO,7/2/94,1994,July,2,1800,TS,26.5,-86.9,45,1000,1992-2001
AL011994,ALBERTO,7/1/94,1994,July,1,1200,TD,22.5,-86.4,30,1008,1992-2001
AL101994,UNNAMED,9/29/94,1994,September,29,600,TD,20.5,-86,25,1007,1992-2001
AL011994,ALBERTO,7/1/94,1994,July,1,0,TD,21.5,-85.6,30,1008,1992-2001
AL121994,GORDON,11/12/94,1994,November,12,1200,TS,17.5,-79.8,40,999,1992-2001
AL121994,GORDON,11/9/94,1994,November,9,600,TD,12.5,-83,30,1007,1992-2001
AL101994,UNNAMED,9/30/94,1994,September,30,600,TD,22.5,-85.2,30,1004,1992-2001
AL121994,GORDON,11/16/94,1994,November,16,1300,TS,26.5,-81.9,45,996,1992-2001
AL121994,GORDON,11/15/94,1994,November,15,1200,TS,24.5,-81.6,45,999,1992-2001
AL121994,GORDON,11/21/94,1994,November,21,300,TD,28.5,-80.6,25,1011,1992-2001
AL081994,UNNAMED,9/25/94,1994,September,25,0,TD,16.5,-85.9,30,1007,1992-2001
AL061994,DEBBY,9/11/94,1994,September,11,0,TS,15.5,-66.7,50,1008,1992-2001
AL121994,GORDON,11/13/94,1994,November,13,1800,TS,21.5,-75.4,40,1001,1992-2001
AL031994,BERYL,8/15/94,1994,August,15,0,TD,29.5,-86.3,25,1009,1992-2001
AL201995,SEBASTIEN,10/25/95,1995,October,25,0,TD,17.5,-64.5,20,1008,1992-2001
AL191995,ROXANNE,10/9/95,1995,October,9,0,TS,16.5,-83.1,35,1002,1992-2001
AL171995,OPAL,9/29/95,1995,September,29,600,TD,19.5,-88.4,25,1003,1992-2001
AL151995,MARILYN,9/16/95,1995,September,16,600,Cat. 2,18.5,-65.2,95,952,1992-2001
AL151995,MARILYN,9/15/95,1995,September,15,600,Cat. 1,16.5,-62.8,80,977,1992-2001
AL151995,MARILYN,9/14/95,1995,September,14,600,Cat. 1,13.5,-58.8,70,987,1992-2001
AL151995,MARILYN,9/14/95,1995,September,14,2100,Cat. 1,15.5,-61.3,70,984,1992-2001
AL011995,ALLISON,6/5/95,1995,June,5,600,TS,28.5,-85.6,60,990,1992-2001
AL051995,ERIN,8/1/95,1995,August,1,1200,Cat. 1,25.5,-76.3,75,985,1992-2001
AL131995,LUIS,9/5/95,1995,September,5,1200,Cat. 4,17.5,-61.7,115,945,1992-2001
AL131995,LUIS,9/8/95,1995,September,8,1800,Cat. 3,26.5,-69.5,100,944,1992-2001
AL031995,CHANTAL,7/16/95,1995,July,16,600,TS,24.5,-68.4,50,999,1992-2001
AL101995,IRIS,8/31/95,1995,August,31,0,Cat. 1,24.5,-60.1,75,971,1992-2001
AL141995,UNNAMED,9/13/95,1995,September,13,0,TD,26.5,-58.9,30,1009,1992-2001
AL101995,IRIS,9/1/95,1995,September,1,600,Cat. 2,25.5,-58.8,95,965,1992-2001
AL201995,SEBASTIEN,10/22/95,1995,October,22,1800,TS,21.5,-58.5,55,1001,1992-2001
AL031995,CHANTAL,7/17/95,1995,July,17,1800,TS,30.5,-69.8,55,995,1992-2001
AL131996,MARCO,11/25/96,1996,November,25,600,TS,17.5,-81.5,50,1002,1992-2001
AL131996,MARCO,11/19/96,1996,November,19,1200,TS,13.5,-80.7,45,997,1992-2001
AL131996,MARCO,11/19/96,1996,November,19,1800,TS,13.5,-80.2,55,995,1992-2001
AL131996,MARCO,11/18/96,1996,November,18,1800,TD,14.5,-81,30,1003,1992-2001
AL131996,MARCO,11/16/96,1996,November,16,1200,TD,16.5,-79,25,1007,1992-2001
AL131996,MARCO,11/15/96,1996,November,15,1800,TD,15.5,-79,20,1008,1992-2001
AL131996,MARCO,11/14/96,1996,November,14,1200,TD,13.5,-79,20,1008,1992-2001
AL131996,MARCO,11/13/96,1996,November,13,1200,TD,10.5,-77.5,20,1009,1992-2001
AL121996,LILI,10/16/96,1996,October,16,600,TS,17.5,-83.8,35,998,1992-2001
AL121996,LILI,10/17/96,1996,October,17,1800,Cat. 1,20.5,-83.1,70,984,1992-2001
AL121996,LILI,10/18/96,1996,October,18,1800,Cat. 1,22.5,-80,80,975,1992-2001
AL021996,BERTHA,7/11/96,1996,July,11,0,Cat. 1,27.5,-76.4,75,968,1992-2001
AL121996,LILI,10/19/96,1996,October,19,600,Cat. 2,23.5,-76.2,90,970,1992-2001
AL081996,HORTENSE,9/11/96,1996,September,11,0,Cat. 1,19.5,-68.9,70,982,1992-2001
AL021996,BERTHA,7/10/96,1996,July,10,600,Cat. 1,24.5,-74,80,971,1992-2001
AL121996,LILI,10/19/96,1996,October,19,1800,Cat. 2,25.5,-71.5,90,962,1992-2001
AL021996,BERTHA,7/9/96,1996,July,9,1800,Cat. 2,22.5,-71.1,90,967,1992-2001
AL051996,EDOUARD,8/30/96,1996,August,30,1800,Cat. 4,28.5,-70.5,120,934,1992-2001
AL051996,EDOUARD,8/30/96,1996,August,30,0,Cat. 4,25.5,-69.5,120,941,1992-2001
AL051996,EDOUARD,8/31/96,1996,August,31,0,Cat. 3,29.5,-70.5,110,944,1992-2001
AL061996,FRAN,9/1/96,1996,September,1,1800,Cat. 1,22.5,-63.9,75,981,1992-2001
AL061996,FRAN,8/31/96,1996,August,31,1800,Cat. 1,21.5,-61.7,65,983,1992-2001
AL061996,FRAN,8/31/96,1996,August,31,0,TS,20.5,-60.9,60,988,1992-2001
AL021996,BERTHA,7/8/96,1996,July,8,600,Cat. 1,17.5,-61.8,75,985,1992-2001
AL021996,BERTHA,7/7/96,1996,July,7,1800,Cat. 1,16.5,-58.4,70,992,1992-2001
AL011997,UNNAMED,5/31/97,1997,May,31,1800,TD,28.5,-77.4,25,1011,1992-2001
AL071997,ERIKA,9/8/97,1997,September,8,1200,Cat. 3,22.5,-62.9,105,957,1992-2001
AL071997,ERIKA,9/9/97,1997,September,9,1200,Cat. 3,26.5,-60.8,110,947,1992-2001
AL071997,ERIKA,9/6/97,1997,September,6,0,Cat. 1,17.5,-59.2,65,988,1992-2001
AL011997,UNNAMED,6/1/97,1997,June,1,0,TD,29.5,-77.1,25,1009,1992-2001
AL131998,MITCH,10/31/98,1998,October,31,600,TS,14.5,-87.7,40,1000,1992-2001
AL131998,MITCH,10/31/98,1998,October,31,1200,TS,14.5,-88.5,35,1000,1992-2001
AL131998,MITCH,10/25/98,1998,October,25,0,Cat. 3,15.5,-78.4,100,965,1992-2001
AL131998,MITCH,10/24/98,1998,October,24,1200,Cat. 1,14.5,-77.9,75,985,1992-2001
AL131998,MITCH,10/23/98,1998,October,23,1200,TS,12.5,-77.8,45,999,1992-2001
AL071998,GEORGES,10/1/98,1998,October,1,0,TD,30.5,-83,25,1006,1992-2001
AL071998,GEORGES,10/1/98,1998,October,1,600,TD,30.5,-81.8,20,1008,1992-2001
AL071998,GEORGES,9/25/98,1998,September,25,1530,Cat. 2,24.5,-81.8,90,981,1992-2001
AL131998,MITCH,11/5/98,1998,November,5,1800,TS,27.5,-78.3,50,992,1992-2001
AL071998,GEORGES,9/24/98,1998,September,24,0,Cat. 1,20.5,-74.9,65,992,1992-2001
AL041998,DANIELLE,8/30/98,1998,August,30,1800,Cat. 1,27.5,-73.9,65,987,1992-2001
AL021998,BONNIE,8/21/98,1998,August,21,1200,TS,19.5,-64.5,50,1000,1992-2001
AL161999,LENNY,11/21/99,1999,November,21,600,TD,16.5,-58.1,30,998,1992-2001
AL161999,LENNY,11/20/99,1999,November,20,1200,TS,16.5,-60.4,50,996,1992-2001
AL161999,LENNY,11/16/99,1999,November,16,1800,Cat. 2,15.5,-69,85,967,1992-2001
AL161999,LENNY,11/15/99,1999,November,15,600,Cat. 1,15.5,-77.7,75,977,1992-2001
AL161999,LENNY,11/14/99,1999,November,14,0,TD,16.5,-81.1,30,1003,1992-2001
AL141999,JOSE,10/21/99,1999,October,21,1200,TS,18.5,-64.8,60,996,1992-2001
AL131999,IRENE,10/13/99,1999,October,13,1200,TS,18.5,-83.4,35,1003,1992-2001
AL101999,HARVEY,9/19/99,1999,September,19,1200,TD,25.5,-87.8,30,1004,1992-2001
AL101999,HARVEY,9/21/99,1999,September,21,600,TS,26.5,-83.9,50,995,1992-2001
AL051999,DENNIS,8/28/99,1999,August,28,600,Cat. 1,26.5,-76.7,75,976,1992-2001
AL081999,FLOYD,9/14/99,1999,September,14,0,Cat. 4,24.5,-74,115,924,1992-2001
AL051999,DENNIS,8/24/99,1999,August,24,0,TD,21.5,-67.7,30,1009,1992-2001
AL141999,JOSE,10/22/99,1999,October,22,1200,TS,20.5,-65.9,50,992,1992-2001
AL081999,FLOYD,9/11/99,1999,September,11,1800,Cat. 2,22.5,-63,90,966,1992-2001
AL091999,GERT,9/19/99,1999,September,19,1800,Cat. 4,25.5,-60,115,946,1992-2001
AL011999,ARLENE,6/12/99,1999,June,12,1800,TS,28.5,-57.4,45,1008,1992-2001
AL162000,LESLIE,10/4/00,2000,October,4,1800,TD,29.5,-80.8,30,1012,1992-2001
AL122000,HELENE,9/22/00,2000,September,22,600,TS,29.5,-87.2,50,1001,1992-2001
AL122000,HELENE,9/22/00,2000,September,22,1200,TS,30.5,-86.6,35,1006,1992-2001
AL112000,GORDON,9/16/00,2000,September,16,0,TS,22.5,-86.7,40,1000,1992-2001
AL112000,GORDON,9/16/00,2000,September,16,1200,TS,23.5,-86.3,55,992,1992-2001
AL102000,FLORENCE,9/14/00,2000,September,14,1200,TS,29.5,-73.4,45,994,1992-2001
AL102000,FLORENCE,9/13/00,2000,September,13,1800,TS,30.5,-73.7,55,989,1992-2001
AL072000,DEBBY,8/24/00,2000,August,24,1200,TD,19.5,-77,30,1011,1992-2001
AL072000,DEBBY,8/23/00,2000,August,23,600,Cat. 1,19.5,-68.1,65,995,1992-2001
AL072000,DEBBY,8/22/00,2000,August,22,600,Cat. 1,17.5,-61.7,65,993,1992-2001
AL072000,DEBBY,8/22/00,2000,August,22,1500,Cat. 1,18.5,-64.4,65,994,1992-2001
AL192000,UNNAMED,10/25/00,2000,October,25,1800,TS,24.5,-71.7,35,1005,1992-2001
AL192000,UNNAMED,10/25/00,2000,October,25,1200,TS,23.5,-70.9,35,1006,1992-2001
AL192000,UNNAMED,10/25/00,2000,October,25,600,TS,22.5,-70,35,1007,1992-2001
AL192000,UNNAMED,10/25/00,2000,October,25,0,TD,21.5,-69.5,30,1009,1992-2001
AL182000,NADINE,10/19/00,2000,October,19,1800,TD,27.5,-59.4,30,1008,1992-2001
AL032001,BARRY,8/5/01,2001,August,5,600,TS,27.5,-86.7,40,1004,1992-2001
AL152001,MICHELLE,11/3/01,2001,November,3,0,Cat. 2,18.5,-84,90,957,1992-2001
AL152001,MICHELLE,11/2/01,2001,November,2,600,TS,17.5,-83.9,60,988,1992-2001
AL152001,MICHELLE,11/1/01,2001,November,1,600,TS,16.5,-83.4,45,999,1992-2001
AL152001,MICHELLE,11/4/01,2001,November,4,1800,Cat. 4,21.5,-81.8,120,949,1992-2001
AL122001,JERRY,10/8/01,2001,October,8,1800,TD,14.5,-66,25,1008,1992-2001
AL122001,JERRY,10/7/01,2001,October,7,1800,TS,12.5,-59.5,45,1007,1992-2001
AL112001,IRIS,10/9/01,2001,October,9,0,Cat. 4,16.5,-88,125,948,1992-2001
AL112001,IRIS,10/6/01,2001,October,6,1200,TS,16.5,-70.5,55,998,1992-2001
AL112001,IRIS,10/5/01,2001,October,5,1800,TS,15.5,-66,45,1005,1992-2001
AL092001,UNNAMED,9/20/01,2001,September,20,600,TD,14.5,-85.1,25,1008,1992-2001
AL172001,OLGA,12/2/01,2001,December,2,1200,TS,25.5,-69.2,40,1001,1992-2001
AL172001,OLGA,11/30/01,2001,November,30,1200,TD,24.5,-66.2,30,1003,1992-2001
AL102001,HUMBERTO,9/22/01,2001,September,22,0,TD,26.5,-65.5,25,1010,1992-2001
AL132001,KAREN,10/11/01,2001,October,11,600,TD,27.5,-63,30,1009,1992-2001
AL062001,ERIN,9/8/01,2001,September,8,600,TS,26.5,-58.8,40,999,1992-2001
AL042001,CHANTAL,8/20/01,2001,August,20,1200,TS,17.5,-85.6,50,1007,1992-2001
AL032001,BARRY,8/6/01,2001,August,6,0,TS,29.5,-86.3,60,992,1992-2001
AL142002,UNNAMED,10/15/02,2002,October,15,600,TD,17.5,-83,30,1004,2002-2011
AL132002,LILI,9/28/02,2002,September,28,600,TS,17.5,-75.6,45,999,2002-2011
AL132002,LILI,9/28/02,2002,September,28,1800,TS,18.5,-75.7,45,1003,2002-2011
AL132002,LILI,9/26/02,2002,September,26,0,TS,14.5,-69.8,35,1007,2002-2011
AL132002,LILI,9/25/02,2002,September,25,0,TS,13.5,-66.9,35,1008,2002-2011
AL132002,LILI,9/23/02,2002,September,23,1800,TS,12.5,-60.4,50,1005,2002-2011
AL052002,EDOUARD,9/6/02,2002,September,6,1200,TD,28.5,-86,20,1008,2002-2011
AL102002,ISIDORE,9/20/02,2002,September,20,1200,Cat. 2,21.5,-83.5,85,966,2002-2011
AL102002,ISIDORE,9/16/02,2002,September,16,1200,TD,15.5,-73.2,20,1008,2002-2011
AL142002,UNNAMED,10/16/02,2002,October,16,600,TD,20.5,-81.6,30,1003,2002-2011
AL132002,LILI,10/1/02,2002,October,1,0,Cat. 1,20.5,-81.1,70,978,2002-2011
AL142002,UNNAMED,10/16/02,2002,October,16,1200,TD,21.5,-81,30,1005,2002-2011
AL082002,GUSTAV,9/9/02,2002,September,9,0,TS,30.5,-72.3,40,1004,2002-2011
AL122002,KYLE,10/9/02,2002,October,9,1800,TD,28.5,-74.8,25,1011,2002-2011
AL122002,KYLE,10/2/02,2002,October,2,600,TS,28.5,-67.8,45,1000,2002-2011
AL122002,KYLE,10/1/02,2002,October,1,1800,TS,28.5,-67.5,40,1002,2002-2011
